Energy,xx,yy,zz,xy,xz,yz
2.3471,6.1267,6.1267,6.1267,1.7358,1.7358,1.7358
2.3549,6.1682,6.1682,6.1682,1.7407,1.7407,1.7407
2.3627,6.2094,6.2094,6.2094,1.7457,1.7457,1.7457
2.3705,6.2502,6.2502,6.2502,1.7509,1.7509,1.7509
2.3782,6.2907,6.2907,6.2907,1.7563,1.7563,1.7563
2.3860,6.3311,6.3311,6.3311,1.7617,1.7617,1.7617
2.3938,6.3715,6.3715,6.3715,1.7671,1.7671,1.7671
2.4016,6.4119,6.4119,6.4119,1.7726,1.7726,1.7726
2.4093,6.4522,6.4522,6.4522,1.7783,1.7783,1.7783
2.4171,6.4925,6.4925,6.4925,1.7841,1.7841,1.7841
2.4249,6.5330,6.5330,6.5330,1.7901,1.7901,1.7901
2.4326,6.5737,6.5737,6.5737,1.7966,1.7966,1.7966
2.4404,6.6147,6.6147,6.6147,1.8034,1.8034,1.8034
2.4482,6.6559,6.6559,6.6559,1.8105,1.8105,1.8105
2.4560,6.6976,6.6976,6.6976,1.8182,1.8182,1.8182
2.4637,6.7452,6.7452,6.7452,1.8311,1.8311,1.8311
2.4715,6.7924,6.7924,6.7924,1.8439,1.8439,1.8439
2.4793,6.8389,6.8389,6.8389,1.8568,1.8568,1.8568
2.4870,6.8850,6.8850,6.8850,1.8695,1.8695,1.8695
2.4948,6.9308,6.9308,6.9308,1.8822,1.8822,1.8822
2.5026,6.9763,6.9763,6.9763,1.8947,1.8947,1.8947
2.5104,7.0214,7.0214,7.0214,1.9071,1.9071,1.9071
2.5181,7.0662,7.0662,7.0662,1.9194,1.9194,1.9194
2.5259,7.1111,7.1111,7.1111,1.9314,1.9314,1.9314
2.5337,7.1564,7.1564,7.1564,1.9429,1.9429,1.9429
2.5414,7.2020,7.2020,7.2020,1.9540,1.9540,1.9540
2.5492,7.2480,7.2480,7.2480,1.9646,1.9646,1.9646
2.5570,7.2943,7.2943,7.2943,1.9747,1.9747,1.9747
2.5648,7.3410,7.3410,7.3410,1.9845,1.9845,1.9845
2.5725,7.3880,7.3880,7.3880,1.9937,1.9937,1.9937
2.5803,7.4352,7.4352,7.4352,2.0026,2.0026,2.0026
2.5881,7.4817,7.4817,7.4817,2.0116,2.0116,2.0116
2.5959,7.5274,7.5274,7.5274,2.0207,2.0207,2.0207
2.6036,7.5724,7.5724,7.5724,2.0299,2.0299,2.0299
2.6114,7.6166,7.6166,7.6166,2.0391,2.0391,2.0391
2.6192,7.6600,7.6600,7.6600,2.0485,2.0485,2.0485
2.6269,7.7018,7.7018,7.7018,2.0579,2.0579,2.0579
2.6347,7.7417,7.7417,7.7417,2.0667,2.0667,2.0667
2.6425,7.7801,7.7801,7.7801,2.0751,2.0751,2.0751
2.6503,7.8170,7.8170,7.8170,2.0829,2.0829,2.0829
2.6580,7.8523,7.8523,7.8523,2.0901,2.0901,2.0901
2.6658,7.8861,7.8861,7.8861,2.0968,2.0968,2.0968
2.6736,7.9195,7.9195,7.9195,2.1033,2.1033,2.1033
2.6813,7.9527,7.9527,7.9527,2.1097,2.1097,2.1097
2.6891,7.9859,7.9859,7.9859,2.1161,2.1161,2.1161
2.6969,8.0190,8.0190,8.0190,2.1225,2.1225,2.1225
2.7047,8.0519,8.0519,8.0519,2.1287,2.1287,2.1287
2.7124,8.0849,8.0849,8.0849,2.1349,2.1349,2.1349
2.7202,8.1186,8.1186,8.1186,2.1412,2.1412,2.1412
2.7280,8.1536,8.1536,8.1536,2.1476,2.1476,2.1476
2.7357,8.1896,8.1896,8.1896,2.1541,2.1541,2.1541
2.7435,8.2427,8.2427,8.2427,2.1715,2.1715,2.1715
2.7513,8.3690,8.3690,8.3690,2.2376,2.2376,2.2376
2.7591,8.4867,8.4867,8.4867,2.2976,2.2976,2.2976
2.7668,8.5957,8.5957,8.5957,2.3517,2.3517,2.3517
2.7746,8.6960,8.6960,8.6960,2.3996,2.3996,2.3996
2.7824,8.7874,8.7874,8.7874,2.4417,2.4417,2.4417
2.7902,8.8700,8.8700,8.8700,2.4779,2.4779,2.4779
2.7979,8.9438,8.9438,8.9438,2.5081,2.5081,2.5081
2.8057,9.0088,9.0088,9.0088,2.5324,2.5324,2.5324
2.8135,9.0648,9.0648,9.0648,2.5509,2.5509,2.5509
2.8212,9.1121,9.1121,9.1121,2.5633,2.5633,2.5633
2.8290,9.1505,9.1505,9.1505,2.5699,2.5699,2.5699
2.8368,9.1807,9.1807,9.1807,2.5704,2.5704,2.5704
2.8446,9.2236,9.2236,9.2236,2.5822,2.5822,2.5822
2.8523,9.3406,9.3406,9.3406,2.6561,2.6561,2.6561
2.8601,9.4530,9.4530,9.4530,2.7246,2.7246,2.7246
2.8679,9.5608,9.5608,9.5608,2.7875,2.7875,2.7875
2.8756,9.6618,9.6618,9.6618,2.8405,2.8405,2.8405
2.8834,9.7573,9.7573,9.7573,2.8874,2.8874,2.8874
